A	1200	Algorithm3	13.795106
A	1200	Algorithm3	13.731467
A	1200	Algorithm3	12.652871
A	1200	Algorithm3	11.384147
A	1200	Algorithm3	13.765643
A	1200	Algorithm3	11.636765
A	1200	Algorithm3	12.884045
A	1200	Algorithm3	12.257660
A	1200	Algorithm3	11.260308
A	1400	Algorithm1	5.668799
A	1400	Algorithm1	5.657423
A	1400	Algorithm1	5.673769
A	1400	Algorithm1	5.656646
A	1400	Algorithm1	5.662890
A	1400	Algorithm1	5.672965
A	1400	Algorithm1	5.626892
A	1400	Algorithm1	5.626759
A	1400	Algorithm1	5.664120
A	1400	Algorithm1	5.630237
A	1400	Algorithm1	5.603031
A	1400	Algorithm1	5.682509
A	1400	Algorithm1	5.622239
A	1400	Algorithm1	5.681783
A	1400	Algorithm1	5.672404
A	1400	Algorithm1	5.622927
A	1400	Algorithm1	5.637895
A	1400	Algorithm1	5.605371
A	1400	Algorithm1	5.614472
A	1400	Algorithm1	5.653835
A	1400	Algorithm2	39.503817
A	1400	Algorithm2	39.131457
A	1400	Algorithm2	38.336692
A	1400	Algorithm2	38.880012
A	1400	Algorithm2	38.343709
A	1400	Algorithm2	38.444100
A	1400	Algorithm2	39.016458
A	1400	Algorithm2	38.895253
A	1400	Algorithm2	39.283826
A	1400	Algorithm2	38.641884
A	1400	Algorithm2	38.430661
A	1400	Algorithm2	38.716068
A	1400	Algorithm2	39.383768
A	1400	Algorithm2	38.329597
A	1400	Algorithm2	39.336407
A	1400	Algorithm2	39.193491
A	1400	Algorithm2	38.828733
A	1400	Algorithm2	38.669596
A	1400	Algorithm2	38.306417
A	1400	Algorithm2	38.515403
A	1400	Algorithm3	20.870626
A	1400	Algorithm3	21.075554
A	1400	Algorithm3	21.137104
A	1400	Algorithm3	21.173755
A	1400	Algorithm3	21.161248
A	1400	Algorithm3	20.597566
A	1400	Algorithm3	21.112436
A	1400	Algorithm3	21.029072
A	1400	Algorithm3	20.979649
A	1400	Algorithm3	20.639542
A	1400	Algorithm3	20.836676
A	1400	Algorithm3	21.073734
A	1400	Algorithm3	20.870396
A	1400	Algorithm3	20.571298
A	1400	Algorithm3	21.040661
A	1400	Algorithm3	21.056925
A	1400	Algorithm3	20.600538
A	1400	Algorithm3	20.685127
A	1400	Algorithm3	20.620365
A	1400	Algorithm3	20.916426
A	1600	Algorithm1	10.241856
A	1600	Algorithm1	10.530182
A	1600	Algorithm1	10.606880
A	1600	Algorithm1	10.277142
A	1600	Algorithm1	10.711736
A	1600	Algorithm1	10.788606
A	1600	Algorithm1	10.280537
A	1600	Algorithm1	10.811654
A	1600	Algorithm1	10.373707
A	1600	Algorithm1	10.719614
A	1600	Algorithm1	10.657830
A	1600	Algorithm1	10.572984
A	1600	Algorithm1	10.103100
A	1600	Algorithm1	10.340188
A	1600	Algorithm1	10.804729
A	1600	Algorithm1	10.392148
A	1600	Algorithm1	10.054282
A	1600	Algorithm1	10.263686
A	1600	Algorithm1	10.322498
A	1600	Algorithm1	10.445778
A	1600	Algorithm2	65.018245
A	1600	Algorithm2	65.014370
A	1600	Algorithm2	65.857526
A	1600	Algorithm2	65.387928
A	1600	Algorithm2	66.078624
A	1600	Algorithm2	65.450637
A	1600	Algorithm2	65.384372
A	1600	Algorithm2	65.075366
A	1600	Algorithm2	65.432181
A	1600	Algorithm2	65.526437
A	1600	Algorithm2	66.185800
A	1600	Algorithm2	66.230184
A	1600	Algorithm2	66.026185
A	1600	Algorithm2	65.110377
A	1600	Algorithm2	65.833486
A	1600	Algorithm2	66.121888
A	1600	Algorithm2	65.047056
A	1600	Algorithm2	65.213985
A	1600	Algorithm2	65.237550
A	1600	Algorithm2	65.043750
A	1600	Algorithm3	34.574161
A	1600	Algorithm3	35.242810
A	1600	Algorithm3	34.786494
A	1600	Algorithm3	35.382680
A	1600	Algorithm3	34.722768
A	1600	Algorithm3	35.157513
A	1600	Algorithm3	34.801496
A	1600	Algorithm3	35.218438
A	1600	Algorithm3	34.999390
A	1600	Algorithm3	35.321306
A	1600	Algorithm3	34.645043
A	1600	Algorithm3	34.532404
A	1600	Algorithm3	35.011289
A	1600	Algorithm3	35.062750
A	1600	Algorithm3	34.645419
A	1600	Algorithm3	35.147631
A	1600	Algorithm3	35.313245
A	1600	Algorithm3	35.063156
A	1600	Algorithm3	34.851642
A	1600	Algorithm3	34.992955
A	1800	Algorithm1	12.043910
A	1800	Algorithm1	12.025298
A	1800	Algorithm1	11.964645
A	1800	Algorithm1	11.891268
A	1800	Algorithm1	11.928034
A	1800	Algorithm1	12.014782
A	1800	Algorithm1	12.025510
A	1800	Algorithm1	11.978004
A	1800	Algorithm1	12.040457
A	1800	Algorithm1	11.898309
A	1800	Algorithm1	11.940919
A	1800	Algorithm1	11.919579
A	1800	Algorithm1	11.991348
A	1800	Algorithm1	11.998682
A	1800	Algorithm1	11.938865
A	1800	Algorithm1	11.917816
A	1800	Algorithm1	12.015709
A	1800	Algorithm1	11.992038
A	1800	Algorithm1	11.951450
A	1800	Algorithm1	11.983617
A	1800	Algorithm2	84.296286
A	1800	Algorithm2	84.249189
A	1800	Algorithm2	85.644394
A	1800	Algorithm2	84.426185
A	1800	Algorithm2	84.343961
A	1800	Algorithm2	85.049448
A	1800	Algorithm2	85.171490
A	1800	Algorithm2	85.774808
A	1800	Algorithm2	86.363578
A	1800	Algorithm2	86.083789
A	1800	Algorithm2	86.353550
A	1800	Algorithm2	84.881945
A	1800	Algorithm2	85.510649
A	1800	Algorithm2	86.146773
A	1800	Algorithm2	86.316566
A	1800	Algorithm2	85.376804
A	1800	Algorithm2	85.479843
A	1800	Algorithm2	85.704375
A	1800	Algorithm2	85.015112
A	1800	Algorithm2	85.397361
A	1800	Algorithm3	48.217115
A	1800	Algorithm3	48.503929
A	1800	Algorithm3	48.861359
A	1800	Algorithm3	48.734218
A	1800	Algorithm3	47.483652
A	1800	Algorithm3	47.476277
A	1800	Algorithm3	48.179831
A	1800	Algorithm3	48.399094
A	1800	Algorithm3	47.931138
A	1800	Algorithm3	48.390393
A	1800	Algorithm3	47.711706
A	1800	Algorithm3	48.937090
A	1800	Algorithm3	48.543626
A	1800	Algorithm3	48.979996
A	1800	Algorithm3	47.883087
A	1800	Algorithm3	48.839960
A	1800	Algorithm3	49.030386
A	1800	Algorithm3	47.861482
A	1800	Algorithm3	48.908880
A	1800	Algorithm3	49.152724
A	200	Algorithm1	0.016467
A	200	Algorithm1	0.017429
A	200	Algorithm1	0.016496
A	200	Algorithm1	0.016464
A	200	Algorithm1	0.016943
A	200	Algorithm1	0.017058
A	200	Algorithm1	0.016875
A	200	Algorithm1	0.016621
A	200	Algorithm1	0.017355
A	200	Algorithm1	0.016535
A	200	Algorithm1	0.016509
A	200	Algorithm1	0.017183
A	200	Algorithm1	0.016912
A	200	Algorithm1	0.017275
A	200	Algorithm1	0.017184
A	200	Algorithm1	0.016698
A	200	Algorithm1	0.016603
A	200	Algorithm1	0.016875
A	200	Algorithm1	0.016656
A	200	Algorithm1	0.016908
A	200	Algorithm2	0.079408
A	200	Algorithm2	0.079229
A	200	Algorithm2	0.079865
A	200	Algorithm2	0.079931
A	200	Algorithm2	0.079592
A	200	Algorithm2	0.079150
A	200	Algorithm2	0.079674
A	200	Algorithm2	0.079138
A	200	Algorithm2	0.079665
A	200	Algorithm2	0.080014
A	200	Algorithm2	0.080159
A	200	Algorithm2	0.079594
A	200	Algorithm2	0.079917
A	200	Algorithm2	0.079325
A	200	Algorithm2	0.079113
A	200	Algorithm2	0.079794
A	200	Algorithm2	0.079686
A	200	Algorithm2	0.079485
A	200	Algorithm2	0.079560
A	200	Algorithm2	0.079481
A	200	Algorithm3	0.029950
A	200	Algorithm3	0.030172
A	200	Algorithm3	0.029779
A	200	Algorithm3	0.030342
A	200	Algorithm3	0.029953
A	200	Algorithm3	0.030020
A	200	Algorithm3	0.029844
A	200	Algorithm3	0.029759
A	200	Algorithm3	0.030065
A	200	Algorithm3	0.030001
A	200	Algorithm3	0.029979
A	200	Algorithm3	0.030326
A	200	Algorithm3	0.030120
A	200	Algorithm3	0.029925
A	200	Algorithm3	0.030140
A	200	Algorithm3	0.030386
A	200	Algorithm3	0.029657
A	200	Algorithm3	0.029981
A	200	Algorithm3	0.029719
A	200	Algorithm3	0.030267
A	2000	Algorithm1	18.139624
A	2000	Algorithm1	18.286618
A	2000	Algorithm1	18.151301
A	2000	Algorithm1	18.275659
A	2000	Algorithm1	18.207343
A	2000	Algorithm1	18.215974
A	2000	Algorithm1	17.978419
A	2000	Algorithm1	18.233984
A	2000	Algorithm1	18.033942
A	2000	Algorithm1	17.989053
A	2000	Algorithm1	18.130420
A	2000	Algorithm1	18.078512
A	2000	Algorithm1	18.025676
A	2000	Algorithm1	18.131975
A	2000	Algorithm1	18.126886
A	2000	Algorithm1	18.168664
A	2000	Algorithm1	17.994379
A	2000	Algorithm1	17.982162
A	2000	Algorithm1	17.991120
A	2000	Algorithm1	18.165656
A	2000	Algorithm2	130.831109
A	2000	Algorithm2	145.738544
A	2000	Algorithm2	128.182913
A	2000	Algorithm2	143.362570
A	2000	Algorithm2	129.357741
A	2000	Algorithm2	140.120416
A	2000	Algorithm2	147.493994
A	2000	Algorithm2	135.997008
A	2000	Algorithm2	145.476239
A	2000	Algorithm2	121.624956
A	2000	Algorithm2	136.691392
A	2000	Algorithm2	129.158394
A	2000	Algorithm2	126.049961
A	2000	Algorithm2	123.286941
A	2000	Algorithm2	124.521399
A	2000	Algorithm2	130.445986
A	2000	Algorithm2	125.947231
A	2000	Algorithm2	133.575854
A	2000	Algorithm2	138.260145
A	2000	Algorithm2	124.292161
A	2000	Algorithm3	73.246474
A	2000	Algorithm3	76.023769
A	2000	Algorithm3	69.700181
A	2000	Algorithm3	74.426336
A	2000	Algorithm3	68.593978
A	2000	Algorithm3	70.628136
A	2000	Algorithm3	72.020458
A	2000	Algorithm3	67.796078
A	2000	Algorithm3	74.499952
A	2000	Algorithm3	74.625099
A	2000	Algorithm3	73.282899
A	2000	Algorithm3	71.292257
A	2000	Algorithm3	66.939469
A	2000	Algorithm3	73.817774
A	2000	Algorithm3	67.333724
A	2000	Algorithm3	72.575586
A	2000	Algorithm3	73.407492
A	2000	Algorithm3	69.841306
A	2000	Algorithm3	74.262572
A	2000	Algorithm3	68.132428
A	2200	Algorithm1	21.894852
A	2200	Algorithm1	21.952165
A	2200	Algorithm1	21.799677
A	2200	Algorithm1	21.963971
A	2200	Algorithm1	22.015641
A	2200	Algorithm1	21.891862
A	2200	Algorithm1	21.999208
A	2200	Algorithm1	21.848567
A	2200	Algorithm1	21.819181
A	2200	Algorithm1	21.844328
A	2200	Algorithm1	21.965622
A	2200	Algorithm1	22.105859
A	2200	Algorithm1	21.964012
A	2200	Algorithm1	22.018919
A	2200	Algorithm1	22.048255
A	2200	Algorithm1	21.898775
A	2200	Algorithm1	22.030718
A	2200	Algorithm1	21.806693
A	2200	Algorithm1	21.919716
A	2200	Algorithm1	22.007294
A	2200	Algorithm2	179.214815
A	2200	Algorithm2	169.645018
A	2200	Algorithm2	196.515667
A	2200	Algorithm2	171.366585
A	2200	Algorithm2	174.516484
A	2200	Algorithm2	180.028918
A	2200	Algorithm2	194.540755
A	2200	Algorithm2	180.942651
A	2200	Algorithm2	171.815926
A	2200	Algorithm2	174.942318
A	2200	Algorithm2	182.555102
A	2200	Algorithm2	184.773661
A	2200	Algorithm2	192.044744
A	2200	Algorithm2	184.187142
A	2200	Algorithm2	194.390153
A	2200	Algorithm2	175.344570
A	2200	Algorithm2	191.505897
A	2200	Algorithm2	185.983877
A	2200	Algorithm2	196.451840
A	2200	Algorithm2	194.001545
A	2200	Algorithm3	95.072133
A	2200	Algorithm3	100.253765
A	2200	Algorithm3	95.608927
A	2200	Algorithm3	103.114897
A	2200	Algorithm3	98.090088
A	2200	Algorithm3	103.708322
A	2200	Algorithm3	89.812070
A	2200	Algorithm3	90.732504
A	2200	Algorithm3	100.529562
A	2200	Algorithm3	90.748908
A	2200	Algorithm3	92.559813
A	2200	Algorithm3	101.440149
A	2200	Algorithm3	99.570493
A	2200	Algorithm3	101.430510
A	2200	Algorithm3	99.711136
A	2200	Algorithm3	98.835671
A	2200	Algorithm3	90.565264
A	2200	Algorithm3	97.034903
A	2200	Algorithm3	101.030020
A	2200	Algorithm3	89.830131
A	2400	Algorithm1	33.929396
A	2400	Algorithm1	34.274785
A	2400	Algorithm1	33.952956
A	2400	Algorithm1	34.202206
A	2400	Algorithm1	34.773352
A	2400	Algorithm1	34.364421
A	2400	Algorithm1	33.770769
A	2400	Algorithm1	34.081704
A	2400	Algorithm1	34.251032
A	2400	Algorithm1	34.006187
A	2400	Algorithm1	33.972547
A	2400	Algorithm1	34.059847
A	2400	Algorithm1	34.120187
A	2400	Algorithm1	34.598057
A	2400	Algorithm1	34.428163
A	2400	Algorithm1	33.870009
A	2400	Algorithm1	33.760044
A	2400	Algorithm1	33.688647
A	2400	Algorithm1	34.080788
A	2400	Algorithm1	34.779442
A	2400	Algorithm2	242.002071
A	2400	Algorithm2	254.767291
A	2400	Algorithm2	226.655578
A	2400	Algorithm2	252.226231
A	2400	Algorithm2	223.430417
A	2400	Algorithm2	222.647600
A	2400	Algorithm2	238.914514
A	2400	Algorithm2	229.926482
A	2400	Algorithm2	245.661636
A	2400	Algorithm2	252.788533
A	2400	Algorithm2	239.446839
A	2400	Algorithm2	224.276507
A	2400	Algorithm2	234.335554
A	2400	Algorithm2	242.931312
A	2400	Algorithm2	229.142038
A	2400	Algorithm2	228.451895
A	2400	Algorithm2	225.333494
A	2400	Algorithm2	235.421192
A	2400	Algorithm2	234.081281
A	2400	Algorithm2	243.654737
A	2400	Algorithm3	127.676600
A	2400	Algorithm3	135.569502
A	2400	Algorithm3	133.438771
A	2400	Algorithm3	120.362430
A	2400	Algorithm3	124.540894
A	2400	Algorithm3	127.357256
A	2400	Algorithm3	133.834772
A	2400	Algorithm3	135.990360
A	2400	Algorithm3	121.380216
A	2400	Algorithm3	135.076298
A	2400	Algorithm3	118.601872
A	2400	Algorithm3	128.346085
A	2400	Algorithm3	122.309204
A	2400	Algorithm3	135.817590
A	2400	Algorithm3	128.355621
A	2400	Algorithm3	120.652499
A	2400	Algorithm3	133.027275
A	2400	Algorithm3	128.185821
A	2400	Algorithm3	122.012928
A	2400	Algorithm3	129.884753
A	2600	Algorithm1	37.203241
A	2600	Algorithm1	36.972312
A	2600	Algorithm1	37.010517
A	2600	Algorithm1	37.414378
A	2600	Algorithm1	36.909501
A	2600	Algorithm1	37.027036
A	2600	Algorithm1	37.212565
A	2600	Algorithm1	37.312226
A	2600	Algorithm1	36.908238
A	2600	Algorithm1	37.324972
A	2600	Algorithm1	37.324695
A	2600	Algorithm1	37.360705
A	2600	Algorithm1	37.167751
A	2600	Algorithm1	37.388703
A	2600	Algorithm1	37.231282
A	2600	Algorithm1	37.382444
A	2600	Algorithm1	37.151468
A	2600	Algorithm1	37.420667
A	2600	Algorithm1	37.123577
A	2600	Algorithm1	37.057772
A	2600	Algorithm2	333.619190
A	2600	Algorithm2	307.170328
A	2600	Algorithm2	311.845467
A	2600	Algorithm2	300.699553
A	2600	Algorithm2	319.392854
A	2600	Algorithm2	309.038556
A	2600	Algorithm2	331.183395
A	2600	Algorithm2	336.923137
A	2600	Algorithm2	310.324669
A	2600	Algorithm2	331.375887
A	2600	Algorithm2	286.814435
A	2600	Algorithm2	337.315765
A	2600	Algorithm2	298.543440
A	2600	Algorithm2	336.173103
A	2600	Algorithm2	334.068937
A	2600	Algorithm2	315.288240
A	2600	Algorithm2	288.276887
A	2600	Algorithm2	287.448859
A	2600	Algorithm2	336.410424
A	2600	Algorithm2	330.005811
A	2600	Algorithm3	158.047654
A	2600	Algorithm3	151.748615
A	2600	Algorithm3	168.169752
A	2600	Algorithm3	154.366955
A	2600	Algorithm3	152.635318
A	2600	Algorithm3	156.968029
A	2600	Algorithm3	174.084878
A	2600	Algorithm3	167.487453
A	2600	Algorithm3	157.227661
A	2600	Algorithm3	156.040641
A	2600	Algorithm3	153.333662
A	2600	Algorithm3	155.575131
A	2600	Algorithm3	160.264929
A	2600	Algorithm3	157.455115
A	2600	Algorithm3	162.865045
A	2600	Algorithm3	154.596703
A	2600	Algorithm3	158.863948
A	2600	Algorithm3	170.677917
A	2600	Algorithm3	160.367773
A	2600	Algorithm3	173.015225
A	2800	Algorithm1	53.428669
A	2800	Algorithm1	53.723749
A	2800	Algorithm1	54.426204
A	2800	Algorithm1	53.587461
A	2800	Algorithm1	53.012044
A	2800	Algorithm1	53.047383
A	2800	Algorithm1	54.125772
A	2800	Algorithm1	53.502723
A	2800	Algorithm1	53.991166
A	2800	Algorithm1	54.217008
A	2800	Algorithm1	53.486322
A	2800	Algorithm1	54.065312
A	2800	Algorithm1	54.295042
A	2800	Algorithm1	53.524692
A	2800	Algorithm1	53.474994
A	2800	Algorithm1	53.252309
A	2800	Algorithm1	54.259567
A	2800	Algorithm1	53.123562
A	2800	Algorithm1	54.037191
A	2800	Algorithm1	53.320848
A	2800	Algorithm2	422.856751
A	2800	Algorithm2	362.124892
A	2800	Algorithm2	396.757115
A	2800	Algorithm2	410.941644
A	2800	Algorithm2	376.278222
A	2800	Algorithm2	378.767077
A	2800	Algorithm2	404.162124
A	2800	Algorithm2	393.836313
A	2800	Algorithm2	392.623714
A	2800	Algorithm2	408.134574
A	2800	Algorithm2	375.584551
A	2800	Algorithm2	407.999912
A	2800	Algorithm2	422.607174
A	2800	Algorithm2	392.384318
A	2800	Algorithm2	386.434534
A	2800	Algorithm2	397.734496
A	2800	Algorithm2	410.072145
A	2800	Algorithm2	364.055193
A	2800	Algorithm2	387.005892
A	2800	Algorithm2	417.644855
A	2800	Algorithm3	214.601516
A	2800	Algorithm3	208.925071
A	2800	Algorithm3	218.495551
A	2800	Algorithm3	192.410363
A	2800	Algorithm3	192.550539
A	2800	Algorithm3	195.694849
A	2800	Algorithm3	212.051675
A	2800	Algorithm3	205.336031
A	2800	Algorithm3	202.648036
A	2800	Algorithm3	218.608392
A	2800	Algorithm3	214.732059
A	2800	Algorithm3	190.573030
A	2800	Algorithm3	208.166137
A	2800	Algorithm3	201.911926
A	2800	Algorithm3	192.484014
A	2800	Algorithm3	213.167179
A	2800	Algorithm3	196.330823
A	2800	Algorithm3	216.438377
A	2800	Algorithm3	208.383288
A	2800	Algorithm3	202.990189
A	3000	Algorithm1	60.187534
A	3000	Algorithm1	60.087830
A	3000	Algorithm1	60.606207
A	3000	Algorithm1	60.409156
A	3000	Algorithm1	60.344770
A	3000	Algorithm1	60.657441
A	3000	Algorithm1	60.270773
A	3000	Algorithm1	60.265746
A	3000	Algorithm1	60.093972
A	3000	Algorithm1	60.729639
A	3000	Algorithm1	60.409369
A	3000	Algorithm1	60.568663
A	3000	Algorithm1	60.770080
A	3000	Algorithm1	60.529275
A	3000	Algorithm1	60.493216
A	3000	Algorithm1	60.711860
A	3000	Algorithm1	60.128668
A	3000	Algorithm1	60.346983
A	3000	Algorithm1	60.748649
A	3000	Algorithm1	60.731725
A	3000	Algorithm2	463.050128
A	3000	Algorithm2	454.594190
A	3000	Algorithm2	513.956764
A	3000	Algorithm2	489.369701
A	3000	Algorithm2	451.462032
A	3000	Algorithm2	472.743525
A	3000	Algorithm2	483.632830
A	3000	Algorithm2	449.766517
A	3000	Algorithm2	446.929806
A	3000	Algorithm2	506.398672
A	3000	Algorithm2	518.976330
A	3000	Algorithm2	473.998588
A	3000	Algorithm2	472.572545
A	3000	Algorithm2	505.563346
A	3000	Algorithm2	499.452004
A	3000	Algorithm2	495.752466
A	3000	Algorithm2	503.711858
A	3000	Algorithm2	496.413166
A	3000	Algorithm2	475.746887
A	3000	Algorithm2	486.459650
A	3000	Algorithm3	263.012241
A	3000	Algorithm3	270.072417
A	3000	Algorithm3	248.698371
A	3000	Algorithm3	248.242186
A	3000	Algorithm3	266.063068
A	3000	Algorithm3	250.996695
A	3000	Algorithm3	244.712572
A	3000	Algorithm3	242.056280
A	3000	Algorithm3	269.303371
A	3000	Algorithm3	253.562060
A	3000	Algorithm3	260.635143
A	3000	Algorithm3	264.865781
A	3000	Algorithm3	270.282689
A	3000	Algorithm3	246.610421
A	3000	Algorithm3	265.744195
A	3000	Algorithm3	242.858843
A	3000	Algorithm3	269.568973
A	3000	Algorithm3	259.554206
A	3000	Algorithm3	268.578935
A	3000	Algorithm3	271.510762
A	400	Algorithm1	0.134291
A	400	Algorithm1	0.136024
A	400	Algorithm1	0.137513
A	400	Algorithm1	0.133950
A	400	Algorithm1	0.136128
A	400	Algorithm1	0.132770
A	400	Algorithm1	0.131928
A	400	Algorithm1	0.134659
A	400	Algorithm1	0.131328
A	400	Algorithm1	0.135110
A	400	Algorithm1	0.133115
A	400	Algorithm1	0.138067
A	400	Algorithm1	0.133660
A	400	Algorithm1	0.132582
A	400	Algorithm1	0.136590
A	400	Algorithm1	0.133905
A	400	Algorithm1	0.137076
A	400	Algorithm1	0.134461
A	400	Algorithm1	0.137985
A	400	Algorithm1	0.133443
A	400	Algorithm2	0.719350
A	400	Algorithm2	0.726037
A	400	Algorithm2	0.721622
A	400	Algorithm2	0.692189
A	400	Algorithm2	0.718794
A	400	Algorithm2	0.695729
A	400	Algorithm2	0.693373
A	400	Algorithm2	0.702436
A	400	Algorithm2	0.704080
A	400	Algorithm2	0.713918
A	400	Algorithm2	0.694230
A	400	Algorithm2	0.715838
A	400	Algorithm2	0.693032
A	400	Algorithm2	0.712569
A	400	Algorithm2	0.718669
A	400	Algorithm2	0.716947
A	400	Algorithm2	0.700356
A	400	Algorithm2	0.719479
A	400	Algorithm2	0.699283
A	400	Algorithm2	0.722915
A	400	Algorithm3	0.318802
A	400	Algorithm3	0.323057
A	400	Algorithm3	0.300888
A	400	Algorithm3	0.311771
A	400	Algorithm3	0.333375
A	400	Algorithm3	0.337760
A	400	Algorithm3	0.317811
A	400	Algorithm3	0.363403
A	400	Algorithm3	0.325572
A	400	Algorithm3	0.324838
A	400	Algorithm3	0.293382
A	400	Algorithm3	0.342518
A	400	Algorithm3	0.337228
A	400	Algorithm3	0.336693
A	400	Algorithm3	0.321319
A	400	Algorithm3	0.322661
A	400	Algorithm3	0.305257
A	400	Algorithm3	0.337461
A	400	Algorithm3	0.301640
A	400	Algorithm3	0.302554
A	600	Algorithm1	0.445316
A	600	Algorithm1	0.448425
A	600	Algorithm1	0.446232
A	600	Algorithm1	0.445323
A	600	Algorithm1	0.446633
A	600	Algorithm1	0.453648
A	600	Algorithm1	0.450573
A	600	Algorithm1	0.445973
A	600	Algorithm1	0.454495
A	600	Algorithm1	0.446065
A	600	Algorithm1	0.449559
A	600	Algorithm1	0.456628
A	600	Algorithm1	0.453237
A	600	Algorithm1	0.452204
A	600	Algorithm1	0.454206
A	600	Algorithm1	0.447420
A	600	Algorithm1	0.447785
A	600	Algorithm1	0.454746
A	600	Algorithm1	0.455643
A	600	Algorithm1	0.448895
A	600	Algorithm2	2.807327
A	600	Algorithm2	2.606988
A	600	Algorithm2	2.675421
A	600	Algorithm2	2.566350
A	600	Algorithm2	2.728349
A	600	Algorithm2	2.595937
A	600	Algorithm2	2.743797
A	600	Algorithm2	2.703552
A	600	Algorithm2	2.714884
A	600	Algorithm2	2.657041
A	600	Algorithm2	2.783270
A	600	Algorithm2	2.606429
A	600	Algorithm2	2.407477
A	600	Algorithm2	2.717521
A	600	Algorithm2	2.595592
A	600	Algorithm2	2.439522
A	600	Algorithm2	2.456894
A	600	Algorithm2	2.567580
A	600	Algorithm2	2.619207
A	600	Algorithm2	2.696029
A	600	Algorithm3	0.979898
A	600	Algorithm3	0.964668
A	600	Algorithm3	0.952433
A	600	Algorithm3	1.000068
A	600	Algorithm3	1.002559
A	600	Algorithm3	1.009930
A	600	Algorithm3	1.036664
A	600	Algorithm3	0.958232
A	600	Algorithm3	1.023122
A	600	Algorithm3	0.997929
A	600	Algorithm3	1.001498
A	600	Algorithm3	0.992442
A	600	Algorithm3	0.945110
A	600	Algorithm3	0.971934
A	600	Algorithm3	0.942767
A	600	Algorithm3	0.989011
A	600	Algorithm3	0.975322
A	600	Algorithm3	0.988038
A	600	Algorithm3	0.948441
A	600	Algorithm3	1.021706
A	800	Algorithm1	1.075446
A	800	Algorithm1	1.071117
A	800	Algorithm1	1.091825
A	800	Algorithm1	1.084843
A	800	Algorithm1	1.072331
A	800	Algorithm1	1.074509
A	800	Algorithm1	1.086415
A	800	Algorithm1	1.083235
A	800	Algorithm1	1.052511
A	800	Algorithm1	1.087887
A	800	Algorithm1	1.072220
A	800	Algorithm1	1.091358
A	800	Algorithm1	1.053272
A	800	Algorithm1	1.064679
A	800	Algorithm1	1.071808
A	800	Algorithm1	1.069521
A	800	Algorithm1	1.077948
A	800	Algorithm1	1.056546
A	800	Algorithm1	1.061843
A	800	Algorithm1	1.064976
A	800	Algorithm2	5.952579
A	800	Algorithm2	5.900393
A	800	Algorithm2	5.913761
A	800	Algorithm2	5.969172
A	800	Algorithm2	5.921722
A	800	Algorithm2	5.935309
A	800	Algorithm2	5.941279
A	800	Algorithm2	5.966256
A	800	Algorithm2	5.955809
A	800	Algorithm2	5.898853
A	800	Algorithm2	5.901681
A	800	Algorithm2	5.894554
A	800	Algorithm2	5.966162
A	800	Algorithm2	5.899179
A	800	Algorithm2	5.980525
A	800	Algorithm2	5.905808
A	800	Algorithm2	5.913491
A	800	Algorithm2	5.908424
A	800	Algorithm2	5.974110
A	800	Algorithm2	5.904009
A	800	Algorithm3	2.350159
A	800	Algorithm3	2.350740
A	800	Algorithm3	2.369532
A	800	Algorithm3	2.342790
A	800	Algorithm3	2.377362
A	800	Algorithm3	2.376414
A	800	Algorithm3	2.346434
A	800	Algorithm3	2.354707
A	800	Algorithm3	2.367151
A	800	Algorithm3	2.399534
A	800	Algorithm3	2.392655
A	800	Algorithm3	2.389454
A	800	Algorithm3	2.372578
A	800	Algorithm3	2.394219
A	800	Algorithm3	2.376678
A	800	Algorithm3	2.345317
A	800	Algorithm3	2.377402
A	800	Algorithm3	2.352382
A	800	Algorithm3	2.395973
A	800	Algorithm3	2.341231
